v9,v8,v7,v6,v5,v4,v3,v2,v1,v0,Detection
0.0485848,0.2205931,0.2432865,0.0610303,0.0585946,0.1051711,0.0234726,-0.1821674,-0.1687247,-0.1842188,0.0
0.2205931,0.2432865,0.0610303,0.0585946,0.1051711,0.0234726,-0.1821674,-0.1687247,-0.1842188,-0.2572803,0.0
0.2432865,0.0610303,0.0585946,0.1051711,0.0234726,-0.1821674,-0.1687247,-0.1842188,-0.2572803,-0.239795,0.0
0.0610303,0.0585946,0.1051711,0.0234726,-0.1821674,-0.1687247,-0.1842188,-0.2572803,-0.239795,-0.2913775,0.0
0.0585946,0.1051711,0.0234726,-0.1821674,-0.1687247,-0.1842188,-0.2572803,-0.239795,-0.2913775,-0.2645287,0.0
0.1051711,0.0234726,-0.1821674,-0.1687247,-0.1842188,-0.2572803,-0.239795,-0.2913775,-0.2645287,-0.3848307,0.0
0.0234726,-0.1821674,-0.1687247,-0.1842188,-0.2572803,-0.239795,-0.2913775,-0.2645287,-0.3848307,-0.6374902,0.0
-0.1821674,-0.1687247,-0.1842188,-0.2572803,-0.239795,-0.2913775,-0.2645287,-0.3848307,-0.6374902,-0.553718,0.0
-0.1687247,-0.1842188,-0.2572803,-0.239795,-0.2913775,-0.2645287,-0.3848307,-0.6374902,-0.553718,-0.2387814,0.0
-0.1842188,-0.2572803,-0.239795,-0.2913775,-0.2645287,-0.3848307,-0.6374902,-0.553718,-0.2387814,-0.262598,0.0
-0.2572803,-0.239795,-0.2913775,-0.2645287,-0.3848307,-0.6374902,-0.553718,-0.2387814,-0.262598,-0.3629825,0.0
-0.239795,-0.2913775,-0.2645287,-0.3848307,-0.6374902,-0.553718,-0.2387814,-0.262598,-0.3629825,-0.3727999,0.0
-0.2913775,-0.2645287,-0.3848307,-0.6374902,-0.553718,-0.2387814,-0.262598,-0.3629825,-0.3727999,-0.2850932,0.0
-0.2645287,-0.3848307,-0.6374902,-0.553718,-0.2387814,-0.262598,-0.3629825,-0.3727999,-0.2850932,-0.2093359,0.0
-0.3848307,-0.6374902,-0.553718,-0.2387814,-0.262598,-0.3629825,-0.3727999,-0.2850932,-0.2093359,-0.0767469,0.0
-0.6374902,-0.553718,-0.2387814,-0.262598,-0.3629825,-0.3727999,-0.2850932,-0.2093359,-0.0767469,0.0230191,0.0
-0.553718,-0.2387814,-0.262598,-0.3629825,-0.3727999,-0.2850932,-0.2093359,-0.0767469,0.0230191,0.1793499,0.0
-0.2387814,-0.262598,-0.3629825,-0.3727999,-0.2850932,-0.2093359,-0.0767469,0.0230191,0.1793499,0.2640281,0.0
-0.262598,-0.3629825,-0.3727999,-0.2850932,-0.2093359,-0.0767469,0.0230191,0.1793499,0.2640281,0.1522334,0.0
-0.3629825,-0.3727999,-0.2850932,-0.2093359,-0.0767469,0.0230191,0.1793499,0.2640281,0.1522334,0.2872326,0.0
-0.3727999,-0.2850932,-0.2093359,-0.0767469,0.0230191,0.1793499,0.2640281,0.1522334,0.2872326,0.2813934,0.0
