v9,v8,v7,v6,v5,v4,v3,v2,v1,v0,Detection
0.0326885,0.0253959,0.0178035,0.0156276,0.0066557,-0.0070539,-0.0202945,-0.0254781,-0.01473,-0.0163994,0.0
0.0253959,0.0178035,0.0156276,0.0066557,-0.0070539,-0.0202945,-0.0254781,-0.01473,-0.0163994,-0.0244926,0.0
0.0178035,0.0156276,0.0066557,-0.0070539,-0.0202945,-0.0254781,-0.01473,-0.0163994,-0.0244926,-0.0213744,0.0
0.0156276,0.0066557,-0.0070539,-0.0202945,-0.0254781,-0.01473,-0.0163994,-0.0244926,-0.0213744,-0.0223597,0.0
0.0066557,-0.0070539,-0.0202945,-0.0254781,-0.01473,-0.0163994,-0.0244926,-0.0213744,-0.0223597,-0.0110393,0.0
-0.0070539,-0.0202945,-0.0254781,-0.01473,-0.0163994,-0.0244926,-0.0213744,-0.0223597,-0.0110393,-0.0057542,0.0
-0.0202945,-0.0254781,-0.01473,-0.0163994,-0.0244926,-0.0213744,-0.0223597,-0.0110393,-0.0057542,0.0082153,0.0
-0.0254781,-0.01473,-0.0163994,-0.0244926,-0.0213744,-0.0223597,-0.0110393,-0.0057542,0.0082153,0.0169565,0.0
-0.01473,-0.0163994,-0.0244926,-0.0213744,-0.0223597,-0.0110393,-0.0057542,0.0082153,0.0169565,0.0286626,0.0
-0.0163994,-0.0244926,-0.0213744,-0.0223597,-0.0110393,-0.0057542,0.0082153,0.0169565,0.0286626,0.0203129,0.0
-0.0244926,-0.0213744,-0.0223597,-0.0110393,-0.0057542,0.0082153,0.0169565,0.0286626,0.0203129,0.0075691,0.0
-0.0213744,-0.0223597,-0.0110393,-0.0057542,0.0082153,0.0169565,0.0286626,0.0203129,0.0075691,0.0193926,0.0
-0.0223597,-0.0110393,-0.0057542,0.0082153,0.0169565,0.0286626,0.0203129,0.0075691,0.0193926,0.012127,0.0
-0.0110393,-0.0057542,0.0082153,0.0169565,0.0286626,0.0203129,0.0075691,0.0193926,0.012127,0.0078118,0.0
-0.0057542,0.0082153,0.0169565,0.0286626,0.0203129,0.0075691,0.0193926,0.012127,0.0078118,-0.0028016,0.0
0.0082153,0.0169565,0.0286626,0.0203129,0.0075691,0.0193926,0.012127,0.0078118,-0.0028016,-0.0061307,0.0
0.0169565,0.0286626,0.0203129,0.0075691,0.0193926,0.012127,0.0078118,-0.0028016,-0.0061307,-0.0104329,0.0
0.0286626,0.0203129,0.0075691,0.0193926,0.012127,0.0078118,-0.0028016,-0.0061307,-0.0104329,-0.0194839,0.0
0.0203129,0.0075691,0.0193926,0.012127,0.0078118,-0.0028016,-0.0061307,-0.0104329,-0.0194839,-0.0253255,0.0
0.0075691,0.0193926,0.012127,0.0078118,-0.0028016,-0.0061307,-0.0104329,-0.0194839,-0.0253255,-0.0187256,0.0
0.0193926,0.012127,0.0078118,-0.0028016,-0.0061307,-0.0104329,-0.0194839,-0.0253255,-0.0187256,-0.0149272,0.0
0.012127,0.0078118,-0.0028016,-0.0061307,-0.0104329,-0.0194839,-0.0253255,-0.0187256,-0.0149272,-0.0173991,0.0
0.0078118,-0.0028016,-0.0061307,-0.0104329,-0.0194839,-0.0253255,-0.0187256,-0.0149272,-0.0173991,-0.0161297,0.0
-0.0028016,-0.0061307,-0.0104329,-0.0194839,-0.0253255,-0.0187256,-0.0149272,-0.0173991,-0.0161297,-0.0042389,0.0
-0.0061307,-0.0104329,-0.0194839,-0.0253255,-0.0187256,-0.0149272,-0.0173991,-0.0161297,-0.0042389,0.0048248,0.0
-0.0104329,-0.0194839,-0.0253255,-0.0187256,-0.0149272,-0.0173991,-0.0161297,-0.0042389,0.0048248,-0.0037005,0.0
-0.0194839,-0.0253255,-0.0187256,-0.0149272,-0.0173991,-0.0161297,-0.0042389,0.0048248,-0.0037005,-0.0165122,0.0
-0.0253255,-0.0187256,-0.0149272,-0.0173991,-0.0161297,-0.0042389,0.0048248,-0.0037005,-0.0165122,-0.002153,0.0
-0.0187256,-0.0149272,-0.0173991,-0.0161297,-0.0042389,0.0048248,-0.0037005,-0.0165122,-0.002153,0.003628,0.0
-0.0149272,-0.0173991,-0.0161297,-0.0042389,0.0048248,-0.0037005,-0.0165122,-0.002153,0.003628,-0.0029346,0.0
-0.0173991,-0.0161297,-0.0042389,0.0048248,-0.0037005,-0.0165122,-0.002153,0.003628,-0.0029346,-0.003872,0.0
-0.0161297,-0.0042389,0.0048248,-0.0037005,-0.0165122,-0.002153,0.003628,-0.0029346,-0.003872,-0.0128766,0.0
-0.0042389,0.0048248,-0.0037005,-0.0165122,-0.002153,0.003628,-0.0029346,-0.003872,-0.0128766,-0.0079584,0.0
0.0048248,-0.0037005,-0.0165122,-0.002153,0.003628,-0.0029346,-0.003872,-0.0128766,-0.0079584,-0.0064748,0.0
-0.0037005,-0.0165122,-0.002153,0.003628,-0.0029346,-0.003872,-0.0128766,-0.0079584,-0.0064748,-0.0111125,0.0
-0.0165122,-0.002153,0.003628,-0.0029346,-0.003872,-0.0128766,-0.0079584,-0.0064748,-0.0111125,-0.0074097,0.0
-0.002153,0.003628,-0.0029346,-0.003872,-0.0128766,-0.0079584,-0.0064748,-0.0111125,-0.0074097,-0.006779,0.0
0.003628,-0.0029346,-0.003872,-0.0128766,-0.0079584,-0.0064748,-0.0111125,-0.0074097,-0.006779,-0.0057239,0.0
-0.0029346,-0.003872,-0.0128766,-0.0079584,-0.0064748,-0.0111125,-0.0074097,-0.006779,-0.0057239,-0.0177052,0.0
-0.003872,-0.0128766,-0.0079584,-0.0064748,-0.0111125,-0.0074097,-0.006779,-0.0057239,-0.0177052,-0.0106177,0.0
-0.0128766,-0.0079584,-0.0064748,-0.0111125,-0.0074097,-0.006779,-0.0057239,-0.0177052,-0.0106177,-0.0139634,0.0
-0.0079584,-0.0064748,-0.0111125,-0.0074097,-0.006779,-0.0057239,-0.0177052,-0.0106177,-0.0139634,-0.0048745,0.0
-0.0064748,-0.0111125,-0.0074097,-0.006779,-0.0057239,-0.0177052,-0.0106177,-0.0139634,-0.0048745,-0.0197297,0.0
-0.0111125,-0.0074097,-0.006779,-0.0057239,-0.0177052,-0.0106177,-0.0139634,-0.0048745,-0.0197297,-0.0362005,0.0
-0.0074097,-0.006779,-0.0057239,-0.0177052,-0.0106177,-0.0139634,-0.0048745,-0.0197297,-0.0362005,-0.0307808,0.0
-0.006779,-0.0057239,-0.0177052,-0.0106177,-0.0139634,-0.0048745,-0.0197297,-0.0362005,-0.0307808,-0.0388826,0.0
-0.0057239,-0.0177052,-0.0106177,-0.0139634,-0.0048745,-0.0197297,-0.0362005,-0.0307808,-0.0388826,-0.0396536,0.0
-0.0177052,-0.0106177,-0.0139634,-0.0048745,-0.0197297,-0.0362005,-0.0307808,-0.0388826,-0.0396536,-0.0536217,0.0
-0.0106177,-0.0139634,-0.0048745,-0.0197297,-0.0362005,-0.0307808,-0.0388826,-0.0396536,-0.0536217,-0.058476,0.0
-0.0139634,-0.0048745,-0.0197297,-0.0362005,-0.0307808,-0.0388826,-0.0396536,-0.0536217,-0.058476,-0.0723148,0.0
-0.0048745,-0.0197297,-0.0362005,-0.0307808,-0.0388826,-0.0396536,-0.0536217,-0.058476,-0.0723148,-0.0607114,0.0
-0.0197297,-0.0362005,-0.0307808,-0.0388826,-0.0396536,-0.0536217,-0.058476,-0.0723148,-0.0607114,-0.0671828,0.0
-0.0362005,-0.0307808,-0.0388826,-0.0396536,-0.0536217,-0.058476,-0.0723148,-0.0607114,-0.0671828,-0.0645698,0.0
-0.0307808,-0.0388826,-0.0396536,-0.0536217,-0.058476,-0.0723148,-0.0607114,-0.0671828,-0.0645698,-0.0665242,0.0
-0.0388826,-0.0396536,-0.0536217,-0.058476,-0.0723148,-0.0607114,-0.0671828,-0.0645698,-0.0665242,-0.0689111,0.0
-0.0396536,-0.0536217,-0.058476,-0.0723148,-0.0607114,-0.0671828,-0.0645698,-0.0665242,-0.0689111,-0.0567661,0.0
-0.0536217,-0.058476,-0.0723148,-0.0607114,-0.0671828,-0.0645698,-0.0665242,-0.0689111,-0.0567661,-0.0597161,0.0
-0.058476,-0.0723148,-0.0607114,-0.0671828,-0.0645698,-0.0665242,-0.0689111,-0.0567661,-0.0597161,-0.0564965,0.0
-0.0723148,-0.0607114,-0.0671828,-0.0645698,-0.0665242,-0.0689111,-0.0567661,-0.0597161,-0.0564965,-0.0500474,0.0
